ETC_20150317_000001	Kepa	케파
ETC_20151224_018283	Grants Token benefits to all your characters in the server for 12 hours. Right-click to use.{nl}[Token Benefits]{nl} - Able to learn up to 2 attributes simultaneously{nl} - Reduced Market commission fee (30% {img white_right_arrow 16 16} 10%){nl} - Able to list up to 5 items on the Market{nl} - +3 increased character movement speed{nl} - +20% EXP from hunting monsters{nl}(Stacks with the Internet Cafe benefits & EXP Tome effect){nl} - Able to use Premium Gestures	
ETC_20151224_018284	Token: 3 Days [Event]	
ETC_20151224_018285	Grants Token benefits to all your characters in the server for 3 days. Right-click to use.{nl}[Token Benefits]{nl} - Able to learn up to 2 attributes simultaneously{nl} - Reduced Market commission fee (30% {img white_right_arrow 16 16} 10%){nl} - Able to list up to 5 items on the Market{nl} - +3 increased character movement speed{nl} - +20% EXP from hunting monsters{nl}(Stacks with the Internet Cafe benefits & EXP Tome effect){nl} - Able to use Premium Gestures	
ETC_20151224_018286	Skill Reset Potion	
ETC_20151224_018287	A very useful potion for those who just cannot get their skill build right.{nl}Use this to reset your current skill points.	
ETC_20151224_018288	Instanced Dungeon Reset Voucher	
ETC_20151224_018289	Use this to reset the instance entry restrictions for instanced dungeons and mercenary missions.	
ETC_20151224_018290	10 TP [Event]	
ETC_20151224_018291	Use to obtain 10 TP.	
ETC_20151224_018292	Urgent Repair Kit	
ETC_20151224_018293	Recovers the durability of your equipment by +5.	
ETC_20151224_018294	50 TP [Event]	
ETC_20151224_018295	Use to obtain 50 TP.	
ETC_20151224_018296	Shinobis are warriors who are familiar with special tactics called Ninjutsu. Only few can overcome the long and harsh training required to become a Shinobi.	
ETC_20151224_018297	Dragoons are elite warriors who are specialized in using spears for battle. They benefit from using two-handed spears.	
ETC_20151224_018298	Templars are commanding leaders who organize guilds and lead those within their guild. Only a Templar can become a guild master and determine the outcome of his or her guild.	
ETC_20151224_018299	Support	
ETC_20151224_018300	Cryomancers use powerful ice magic to freeze enemies, or protect their allies from enemies by using ice walls.	
ETC_20151224_018301	Linkers link allies together to reduce incoming damage, or connect enemies to amplify the inflicted damage.	
ETC_20151224_018302	Warlocks are wizards who harness the power of evil spirits. They can summon evil spirits and can command them to defeat monsters.	
ETC_20151224_018303	Featherfoots are wizards who utilize the power of incantations. They can absorb an enemy's life, or help allies by making enemies weak from a curse.	
ETC_20151224_018304	Rune Caster	
ETC_20151224_018305	Rune Casters are wizards who use ancient symbols imbued with magic. Although it takes some time to draw energy from the symbols, they contain enormous power.	
ETC_20151224_018306	Cannoneers are archers who use powerful cannons to deal massive damage from above, or blast flying enemies from below.	
ETC_20151224_018307	Musketeers are equipped with rifles. Even though they cannot use a bow at the same time, they have effective skills for continuous hits and close combat techniques.	
ETC_20151224_018308	Dievdirbys can carve and place sacred statues. Their statues can protect allies or attack enemies.	
ETC_20151224_018309	Chaplain	
ETC_20151224_018310	The Chaplain is an army based class that uses divine power to aid allies in combat. Only advanced priests at a high level can become a Chaplain.	
ETC_20151224_018311	Plague Doctors are priests who can heal the status ailments of allies, or incinerate an enemy with a status ailment. Their special Bird Beak Mask has a special drug to block status ailments.	
ETC_20151224_018312	Kabbalists are priests who practice an ancient magic known as Kabbalah. They can support allies by using infinite power, or attack by using a defense formation to disintegrate the enemy's name. 	
ETC_20151224_018313	Paslaptis Hideout	
ETC_20151224_018314	Rohonsa Cliff	
ETC_20151224_018315	Zbuka Inner Court	
ETC_20151224_018316	Gyvenimo Crossroads	
ETC_20151224_018317	Bonan Forest Road	
ETC_20151224_018318	Bulvytes Bridge	
ETC_20151224_018319	Abandoned Bee Farm	
ETC_20151224_018320	Gaulu Slope	
ETC_20151224_018321	Shabby Cabin	
ETC_20151224_018322	Orsha Migration Office	
ETC_20151224_018323	Randoluma Rest Place	
ETC_20151224_018324	Temporary Settler Camp	
ETC_20151224_018325	Amzina Fork	
ETC_20151224_018326	Cabin of Lumberjack	
ETC_20151224_018327	Karolis Cradle	
ETC_20151224_018328	Collapsed Hall Lot	
ETC_20151224_018329	Wandering Sanctuary	
ETC_20151224_018330	Aukle Parvis	
ETC_20151224_018331	Anga Hall	
ETC_20151224_018332	Vishikas Great Hall	
ETC_20151224_018333	Drava Chapel Lot	
ETC_20151224_018334	Ishitrinti Altar	
ETC_20151224_018335	Jeneuam Corridor	
ETC_20151224_018336	Temporary Camp	
ETC_20151224_018337	Lataso Stream	
ETC_20151224_018338	Nesuga Small Corridor	
ETC_20151224_018339	Melda Inner Court	
ETC_20151224_018340	Heralve Vacant Lot	
ETC_20151224_018341	Torture Material Room	
ETC_20151224_018342	Torture Chamber	
ETC_20151224_018343	Punishment Room	
ETC_20151224_018344	Prison	
ETC_20151224_018345	Offender Institution	
ETC_20151224_018346	Collaborative Working District	
ETC_20151224_018347	Solitary Confinement District	
ETC_20151224_018348	Bird Room	
ETC_20151224_018349	Supply Room	
ETC_20151224_018350	Prisoner Waiting Room 	
ETC_20151224_018351	Special Prison District	
ETC_20151224_018352	Examination Room	
ETC_20151224_018353	Felon Prison	
ETC_20151224_018354	Prayer Room	
ETC_20151224_018355	Prison Chapel	
ETC_20151224_018356	Penitence Room	
ETC_20151224_018357	First Watchtower	
ETC_20151224_018358	Second Watchtower	
ETC_20151224_018359	Shopping District	
ETC_20151224_018360	Orsha Temple Entrance	
ETC_20151224_018361	Koru Jungle Entrance	
ETC_20151224_018362	Herb Gatherers' Cabin	
ETC_20151224_018363	Saunu Brook	
ETC_20151224_018364	Goram Shores	
ETC_20151224_018365	Doholle Rest Place	
ETC_20151224_018366	Ilga Forest Road	
ETC_20151224_018367	Nevaginga Hillside	
ETC_20151224_018368	Tanca Cliff	
ETC_20151224_018369	Croa Village	
ETC_20151224_018370	Riesta Vacant Lot 	
ETC_20151224_018371	Toan Valley	
ETC_20151224_018372	Viramka Slope	
ETC_20151224_018373	Gienima Downtown	
ETC_20151224_018374	Neneva Yard	
ETC_20151224_018375	Ruivara Field	
ETC_20151224_018376	Novaha Monastery Entrance	
ETC_20151224_018377	Imporazan Waterfall	
ETC_20151224_018378	Saloto Lowland	
ETC_20151224_018379	Eks Empty Lot	
ETC_20151224_018380	Runze Crossroads	
ETC_20151224_018381	Raundona Circle Hall	
ETC_20151224_018382	Central Hall	
ETC_20151224_018383	Ankel Small Corridor	
ETC_20151224_018384	Leklan Small Corridor	
ETC_20151224_018385	Lankus New Corridor	
ETC_20151224_018386	Special Reading Room	
ETC_20151224_018387	Apega State Chamber	
ETC_20151224_018388	Annex Lobby	
ETC_20151224_018389	Errzze Oratorium	
ETC_20151224_018390	Tebeti Small Corridor	
ETC_20151224_018391	Collapsed Grand Corridor	
ETC_20151224_018392	Gaile Chapel	
ETC_20151224_018393	Vadrta Corridor	
ETC_20151224_018394	Raiminti Fountain	
ETC_20151224_018395	Kilnuma Oratorium	
ETC_20151224_018396	Medie State Apartments	
ETC_20151224_018397	Main Hall Atrium	
ETC_20151224_018398	Sotras Chapel	
ETC_20151224_018399	Veidra Hall	
ETC_20151224_018400	Exhaustion District 1	
ETC_20151224_018401	Exhaustion District 2	
ETC_20151224_018402	Grecketi Crossroads	
ETC_20151224_018403	Ishinti Crossroads	
ETC_20151224_018404	Daimdel Chapel Entrance	
ETC_20151224_018405	Cooperative Central Plaza	
ETC_20151224_018406	Old Bazaar Site	
ETC_20151224_018407	Amjene Sanctum	
ETC_20151224_018408	Cemetery	
ETC_20151224_018409	Delmore Manor Entrance	
ETC_20151224_018410	Buried Central Plaza	
ETC_20151224_018411	Rampart Reconstruction District	
ETC_20151224_018412	Ratas Crossroads	
ETC_20151224_018413	Kalbos Vacant Lot	
ETC_20151224_018414	Handicraft Workshop Distance	
ETC_20151224_018415	Garden Watchtower	
ETC_20151224_018416	Palma Central Plaza	
ETC_20151224_018417	Degalm Access Road	
ETC_20151224_018418	Outskirts Central Plaza	
ETC_20151224_018419	Orem Metting Hall	
ETC_20151224_018420	Tagika Crossroads	
ETC_20151224_018421	Government Ruins	
ETC_20151224_018422	Fortress Uphill	
ETC_20151224_018423	Merahin Courtyard	
ETC_20151224_018424	Odaginkas Vacant Lot	
ETC_20151224_018425	Construction Camp	
ETC_20151224_018426	Field(Dirt)	
ETC_20151224_018427	Deathweaver for Directing	
ETC_20151224_018428	Nuodai Rondo	
ETC_20151224_018429	Nuodai Nuwort	
ETC_20151224_018430	NPC for changing the Raid Track	
ETC_20151224_018431	Fan Control Device	
ETC_20151224_018432	Orsha Item Merchant Alf	
ETC_20151224_018433	Companion Trader Toras	
ETC_20151224_018434	Orsha Soldier Female	
ETC_20151224_018435	Orsha Soldier Male	
ETC_20151224_018436	Orsha Soldier Female1	
ETC_20151224_018437	Orsha Soldier Female2	
ETC_20151224_018438	Orsha Soldier Male1	
ETC_20151224_018439	Orsha Soldier Male2	
ETC_20151224_018440	TP Trader Leticia	
ETC_20151224_018441	Small Wooden Chest	
ETC_20151224_018442	Plague Doctor Master	
ETC_20151224_018443	Orsha Soldier Female 2	
ETC_20151224_018444	Orsha Soldier Female 3	
ETC_20151224_018445	Orsha Soldier Female 4	
ETC_20151224_018446	Orsha Soldier Male5_1	
ETC_20151224_018447	Orsha Soldier Male5_2	
ETC_20151224_018448	Orsha Soldier Male6_1	
ETC_20151224_018449	Orsha Soldier Male6_2	
ETC_20151224_018450	Orsha Soldier Male7_1	
ETC_20151224_018451	Orsha Soldier Male7_2	
ETC_20151224_018452	Orsha Soldier Male8_1	
ETC_20151224_018453	Orsha Soldier Male8_2	
ETC_20151224_018454	Orsha Soldier Male9_1	
ETC_20151224_018455	Orsha Soldier Male9_2	
ETC_20151224_018456	Orsha Soldier Male10_1	
ETC_20151224_018457	Orsha Soldier Male10_2	
ETC_20151224_018458	Orsha Soldier Male11_1	
ETC_20151224_018459	Orsha Soldier Male11_2	
ETC_20151224_018460	Orsha Soldier Male12_1	
ETC_20151224_018461	Orsha Soldier Male12_2	
ETC_20151224_018462	Orsha Soldier Male13_1	
ETC_20151224_018463	Orsha Soldier Male13_2	
ETC_20151224_018464	Prison Steel-barred Window1	
ETC_20151224_018465	Prison Steel-barred Window2	
ETC_20151224_018466	Prison Steel-barred Window3	
ETC_20151224_018467	Magic Power War Invisible NPC	
ETC_20151224_018468	Delivery Recharge Invisible NPC	
ETC_20151224_018469	Dice2 	
ETC_20151224_018470	Interactive Portal NPC	
ETC_20151224_018471	Magic Power Hack	
ETC_20151224_018472	Miner Wagon(Rotation)	
ETC_20151224_018473	Great Cathedral Footstep(Remove the obb)	
ETC_20151224_018474	Lord Delmore	
ETC_20151224_018475	Kruvina Central Device	
ETC_20151224_018476	Demonic Power Supply Device	
ETC_20151224_018477	Life Absorbing Altar 	
ETC_20151224_018478	Magic Power Bead Lump	
ETC_20151224_018479	Delmore Manor Lift	
ETC_20151224_018480	Delmore Outskirts Lift	
ETC_20151224_018481	Nevellet Quarry 1F Lift	
ETC_20151224_018482	Cart of Nevellet Quarry 1F	
ETC_20151224_018483	Delmore Hamlet Cable Car	
ETC_20151224_018484	Cart of Nevellet Quarry 2F(Direction)	
ETC_20151224_018485	Cart of Nevellet Quarry 2F(Direction)	
ETC_20151224_018486	Wreckage of the Demonic Power Supply Device	
ETC_20151224_018487	Delmore Barrier	
ETC_20151224_018488	Orsha Soldier Male14_1	
ETC_20151224_018489	Orsha Soldier Male14_2	
ETC_20151224_018490	Imprisoned Laima	
ETC_20151224_018491	Armed Giltine	
ETC_20151224_018492	Lake Leaf	
ETC_20151224_018493	Elevator	
ETC_20151224_018494	Wooden Plate	
ETC_20151224_018495	Novaha Elevator	
ETC_20151224_018496	Barbed Wire Fence	
ETC_20151224_018497	Barbed Wire Fence2	
