QUEST_20150317_000001	Pilih Quest yang akan dimodifikasi.	퀘스트 수정이 필요한 유저를 선택해주세요.
QUEST_20180122_007172	That's enough Cockatrice Leather.	
QUEST_20180122_007173	Oh, I almost forgot. You aren't familiar with shadows yet; it can be difficult for you to see them.{nl}If you look at my research devices, you'll see a blue light shine around them. That's when you should use them.{nl}	
QUEST_20180122_007174	The energy of the devices makes shadows appear more clearly around you.{nl}You can turn off that effect at the device if you want it to return to normal.{nl}	
QUEST_20180122_007175	If you do turn it off, however, you'll have to wait until the devices glow again to reactivate the effect.{nl}If you have any questions about the characteristics of the shadows in each region, do ask. I will do my best to answer.	
QUEST_20180122_007176	The device of Lhadar Forest is at the hill between Tjibes Refuge and Bethez Refuge.{nl}The shadows there appear much more clearly than those in other regions according to their influence.{nl}	
QUEST_20180122_007177	If you see a shadow, try and approach only shadows of the same influence.{nl}Increase that influence in the shadows to obtain their traces.{nl}	
QUEST_20180122_007178	You need to be careful, however. If you catch a shadow carrying another kind of influence, you own influence will decrease.{nl}Keep that in mind.	
QUEST_20180122_007179	If you leave, you will have to wait until a shadow's influence manifests itself in the device again.{nl}Are you sure you want to leave?	
QUEST_20180122_007180	Information	
QUEST_20180122_007181	The shadows of Khonot Forest will run away if you approach them, so you need to become a shadow yourself.{nl}Press the Space key on the transformation device to turn into a shadow.{nl}	
QUEST_20180122_007182	After some time you will return to your original appearance.{nl}Once transformed into a shadow, quickly approach other shadows and press the Space key to catch them and increase your influence.	
QUEST_20180122_007183	Choose one of the three influences of Lhadar Forest shadows and attack.{nl}After you attack and increase your own influence, make sure to only go after shadows of that same influence.{nl}	
QUEST_20180122_007184	Keep in mind that attacking shadows of a different influence will reduce your own.	
QUEST_20180122_007185	Approach the shadows of Ziburynas Forest and press the Space key to scare them, increasing your influence.{nl}	
QUEST_20180122_007186	Some shadows may be hidden and waiting to scare you.{nl}If you fall victim to their pranks, your own influence decreases.	
QUEST_20180122_007187	Catch the shadows at the Namu Temple Ruins to increase your influence.{nl}	
QUEST_20180122_007188	Some shadows might try and chase you instead.{nl}Your influence decreases if you are caught by them, so be careful. 	
QUEST_20180129_007201	Gatekeeper	
QUEST_20180129_007202	Thank you for letting us stay here in Fedimian.{nl}Are you... looking for someone? Doing something in the area...?{nl}Because if you're not, I'd appreciate if you leave.	
QUEST_20180129_007203	Yeah? What makes you think I'm gonna let you in?	
QUEST_20180129_007204	Hahahahah... Well, I... can't say no to a customer...{nl}Shall we?	
QUEST_20180129_007205	If you have nothing to do here, I suggest you get going.	
QUEST_20180129_007206	Security	
QUEST_20180129_007207	Found anything you like?{nl}Alright now.	
QUEST_20180129_007208	You don't look very experienced to me.{nl}This place is for the high levels, if you know what I mean.	
QUEST_20180202_007215	Can you give this box of chocolates to my crush for me? It's for Valentine's Day...	
QUEST_20180202_007216	Make sure to deliver the 	
QUEST_20180202_007217	 Box of Chocolates	
QUEST_20180202_007218	. Or, if you want to have a bite...	
QUEST_20180202_007219	Your team level is higher than 1, or you already received another Boost Pack.{nl}(If you're a Returning Savior, please use your Homecoming Gift first.)	
QUEST_20180202_007220	Welcome back to Tree of Savior!	
QUEST_20180202_007221	Welcome to Tree of Savior!	
QUEST_20180202_007222	Thank you for using your Homecoming Gift.{nl}Make sure to receive a Boost Pack from the Event Notice Board.	
QUEST_20180208_007223	Select a quest to use the Challenge Voucher.	
QUEST_20180208_007224	Reset Helper	
QUEST_20180208_007225	Hello. I'm here to deliver the reset items for Falconers, Linkers, Quarrel Shooters, Hoplites and Dragoons.{nl}I can only give away the items once per character, however, so think carefully before you use them.{nl}Do you want the reset items now?	
QUEST_20180208_007226	Sorry, you already received your reset items on this character. I can't give you more.	
QUEST_20180208_007227	Sorry, your character is not the right class to receive the reset items.	
QUEST_20180208_007228	You have received Rank Reset Voucher (14 Days) x2.	
QUEST_20180208_007229	You have received Skill Reset Potion (14 Days) x2.	
QUEST_20180208_007230	A commemorative tree celebrating TOS' 2nd Anniversary.	
QUEST_20180208_007231	The buff is already applied.	
QUEST_20180208_007232	Leticia's Christmas Gift	
QUEST_20180208_007233	If you have the key, I will give you a present.	
QUEST_20180208_007234	You need to bring me the key in order to receive the gift.	
QUEST_20180208_007235	Merry Christmas!	
QUEST_20180208_007236	I can exchange that for a lovely Companion.	
QUEST_20180208_007237	I'll exchange that for a Companion, then.	
QUEST_20180208_007238	I need some Cockatrice Leather, Beetow Feelers and Minivern Skin in good condition.{nl}The problem is, since these are monster materials, they're not sold on the market.	
QUEST_20180208_007239	LOST: Missing important amulets belonging to the Nak Muay Master.{nl}If found, please return to General Lamin for reward.	
QUEST_20180208_007240	The guard ought to know about the missing amulet.	
QUEST_20180208_007241	You do seem like an experienced adventurer, but it's a very dangerous situation, you see.	
QUEST_20180208_007242	Alright, I can see you're determined to help.{nl}I worry if this isn't too much of a burden for you, but I can at least tell you where the amulet is.{nl}The amulet is with someone named Eimantas.	
QUEST_20180208_007243	He had a problem he wanted to solve, so he went to visit the Exorcist Master.	
